samplename,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:1101:14815:16824__kiwi2020__AG0529-0584__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Shinella,
M00598:87:000000000-J7KGW:1:1101:14831:4016__kiwi2020__AG0529-0168__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cuneatibacter,
M00598:87:000000000-J7KGW:1:1101:14853:16982__kiwi2020__AG0529-0979__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
M00598:87:000000000-J7KGW:1:1101:14911:2145__kiwi2020__AG0529-0334__515f,Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,,,
M00598:87:000000000-J7KGW:1:1101:14912:7969__kiwi2020__AG0529-0113__515f,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Mycobacterium,
M00598:87:000000000-J7KGW:1:1101:14916:27144__kiwi2020__AG0529-0495__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,
M00598:87:000000000-J7KGW:1:1101:15100:7839__kiwi2020__AG0529-0193__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,
M00598:87:000000000-J7KGW:1:1101:15135:5142__kiwi2020__AG0529-0178__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Aestuariispira,
M00598:87:000000000-J7KGW:1:1101:15174:3616__kiwi2020__AG0529-0425__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,
M00598:87:000000000-J7KGW:1:1101:15193:10223__kiwi2020__AG0529-1077__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,
M00598:87:000000000-J7KGW:1:1101:15195:3024__kiwi2020__AG0529-1093__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,
M00598:87:000000000-J7KGW:1:1101:15199:22162__kiwi2020__AG0529-0237__515f,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ferrimicrobium,
M00598:87:000000000-J7KGW:1:1101:15234:9599__kiwi2020__AG0529-0987__515f,Bacteria,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,Puniceicoccus,
M00598:87:000000000-J7KGW:1:1101:15295:20658__kiwi2020__AG0529-0912__515f,Bacteria,candidate division WPS-2,WPS-2_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:1101:15299:7744__kiwi2020__AG0529-0344__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Sulfuriflexus,
M00598:87:000000000-J7KGW:1:1101:15317:16171__kiwi2020__AG0529-1094__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
M00598:87:000000000-J7KGW:1:1101:15338:13428__kiwi2020__AG0529-0581__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Cellulosilyticum,
M00598:87:000000000-J7KGW:1:1101:15353:3704__kiwi2020__AG0529-0728__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Kineothrix,
M00598:87:000000000-J7KGW:1:1101:15362:24976__kiwi2020__AG0529-0694__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,
M00598:87:000000000-J7KGW:1:1101:15482:5407__kiwi2020__AG0529-0199__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
M00598:87:000000000-J7KGW:1:1101:15518:2960__kiwi2020__AG0529-0246__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,
M00598:87:000000000-J7KGW:1:1101:15570:17229__kiwi2020__AG0529-0765__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,
M00598:87:000000000-J7KGW:1:1101:15655:8897__kiwi2020__AG0529-0622__515f,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,
M00598:87:000000000-J7KGW:1:1101:15686:13687__kiwi2020__AG0529-1009__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,
M00598:87:000000000-J7KGW:1:1101:15690:26805__kiwi2020__AG0529-1089__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Parasporobacterium,
M00598:87:000000000-J7KGW:1:1101:15767:9490__kiwi2020__AG0529-0584__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,
M00598:87:000000000-J7KGW:1:1101:15861:15081__kiwi2020__AG0529-0734__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
M00598:87:000000000-J7KGW:1:1101:15924:4852__kiwi2020__AG0529-1087__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
M00598:87:000000000-J7KGW:1:1101:15968:26137__kiwi2020__AG0529-0109__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,
M00598:87:000000000-J7KGW:1:1101:15988:25737__kiwi2020__AG0529-0363__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,
M00598:87:000000000-J7KGW:1:1101:16009:12621__kiwi2020__AG0529-0708__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,
M00598:87:000000000-J7KGW:1:1101:16012:16374__kiwi2020__AG0529-0921__515f,Bacteria,Chloroflexi,Anaerolineae,Aggregatilineales,Aggregatilineaceae,Aggregatilinea,
M00598:87:000000000-J7KGW:1:1101:16028:24918__kiwi2020__AG0529-0844__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,
M00598:87:000000000-J7KGW:1:1101:16031:2879__kiwi2020__AG0529-0826__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,
M00598:87:000000000-J7KGW:1:1101:16041:3565__kiwi2020__AG0529-0846__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Merdimonas,
M00598:87:000000000-J7KGW:1:1101:16043:8209__kiwi2020__AG0529-0911__515f,Bacteria,candidate division WPS-1,WPS-1_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:1101:16150:17579__kiwi2020__AG0529-0467__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
M00598:87:000000000-J7KGW:1:1101:16179:9739__kiwi2020__AG0529-0479__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,
M00598:87:000000000-J7KGW:1:1101:16182:1975__kiwi2020__AG0529-0182__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,
M00598:87:000000000-J7KGW:1:1101:16202:3723__kiwi2020__AG0529-1169__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,
M00598:87:000000000-J7KGW:1:1101:16245:7371__kiwi2020__AG0529-0532__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,
M00598:87:000000000-J7KGW:1:1101:16297:4069__kiwi2020__AG0529-0842__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,
M00598:87:000000000-J7KGW:1:1101:16307:18602__kiwi2020__AG0529-0404__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,
M00598:87:000000000-J7KGW:1:1101:16381:21669__kiwi2020__AG0529-0396__515f,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Tellurimicrobium,
M00598:87:000000000-J7KGW:1:1101:16407:8722__kiwi2020__AG0529-0420__515f,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,
M00598:87:000000000-J7KGW:1:1101:16446:24906__kiwi2020__AG0529-1019__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Sarcina,
M00598:87:000000000-J7KGW:1:1101:16468:21317__kiwi2020__AG0529-0631__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,
M00598:87:000000000-J7KGW:1:1101:16500:8395__kiwi2020__AG0529-0274__515f,Bacteria,Armatimonadetes,Armatimonadetes_gp5,,,,
M00598:87:000000000-J7KGW:1:1101:16538:19889__kiwi2020__AG0529-0401__515f,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,
M00598:87:000000000-J7KGW:1:1101:16592:16647__kiwi2020__AG0529-0780__515f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Desulfosporomusa,
M00598:87:000000000-J7KGW:1:1101:16629:27618__kiwi2020__AG0529-0928__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gimesia,
M00598:87:000000000-J7KGW:1:1101:16674:20751__kiwi2020__AG0529-0924__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Steroidobacteraceae,Povalibacter,
M00598:87:000000000-J7KGW:1:1101:16717:2556__kiwi2020__AG0529-0396__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,
M00598:87:000000000-J7KGW:1:1101:16758:20583__kiwi2020__AG0529-0780__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,
M00598:87:000000000-J7KGW:1:1101:16758:3968__kiwi2020__AG0529-1102__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,
M00598:87:000000000-J7KGW:1:1101:16767:8294__kiwi2020__AG0529-0532__515f,Bacteria,Candidatus Saccharibacteria,Saccharibacteria_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:1101:16776:10831__kiwi2020__AG0529-0536__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Melissococcus,
M00598:87:000000000-J7KGW:1:1101:16793:4005__kiwi2020__AG0529-0811__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,
M00598:87:000000000-J7KGW:1:1101:16796:3955__kiwi2020__AG0529-0205__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,
M00598:87:000000000-J7KGW:1:1101:16801:17566__kiwi2020__AG0529-0338__515f,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella,
M00598:87:000000000-J7KGW:1:1101:16816:9441__kiwi2020__AG0529-0914__515f,Bacteria,candidate division WPS-1,WPS-1_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:1101:16844:15457__kiwi2020__AG0529-1087__515f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola,
M00598:87:000000000-J7KGW:1:1101:16864:21849__kiwi2020__AG0529-1112__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium IV,
M00598:87:000000000-J7KGW:1:1101:16930:13328__kiwi2020__AG0529-0464__515f,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
M00598:87:000000000-J7KGW:1:1101:16976:26764__kiwi2020__AG0529-0104__515f,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Desertimonas,
M00598:87:000000000-J7KGW:1:1101:16996:12466__kiwi2020__AG0529-1157__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Tunicatimonas,
M00598:87:000000000-J7KGW:1:1101:17009:3421__kiwi2020__AG0529-0397__515f,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,
M00598:87:000000000-J7KGW:1:1101:17036:13429__kiwi2020__AG0529-0867__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Murimonas,
M00598:87:000000000-J7KGW:1:1101:17110:4811__kiwi2020__AG0529-0493__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,
M00598:87:000000000-J7KGW:1:1101:17122:26484__kiwi2020__AG0529-0912__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Gemmata,
M00598:87:000000000-J7KGW:1:1101:17137:14696__kiwi2020__AG0529-1037__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,
M00598:87:000000000-J7KGW:1:1101:17186:5913__kiwi2020__AG0529-0599__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,
M00598:87:000000000-J7KGW:1:1101:17229:4896__kiwi2020__AG0529-0203__515f,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,
M00598:87:000000000-J7KGW:1:1101:17235:9342__kiwi2020__AG0529-0369__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Phocea,
M00598:87:000000000-J7KGW:1:1101:17247:1992__kiwi2020__AG0529-1109__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Massilimicrobiota,
M00598:87:000000000-J7KGW:1:1101:17254:16645__kiwi2020__AG0529-0911__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Polyangium
M00598:87:000000000-J7KGW:1:1101:17284:19614__kiwi2020__AG0529-0734__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Clostridium XVIII,
M00598:87:000000000-J7KGW:1:1101:17285:7066__kiwi2020__AG0529-0505__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Craurococcus,
M00598:87:000000000-J7KGW:1:1101:17306:22089__kiwi2020__AG0529-1112__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,
M00598:87:000000000-J7KGW:1:1101:17326:4703__kiwi2020__AG0529-1057__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
M00598:87:000000000-J7KGW:1:1101:17338:8166__kiwi2020__AG0529-0369__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,
M00598:87:000000000-J7KGW:1:1101:17352:2949__kiwi2020__AG0529-0558__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Streptophyta,,
M00598:87:000000000-J7KGW:1:1101:17354:12363__kiwi2020__AG0529-1043__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,
M00598:87:000000000-J7KGW:1:1101:17358:18252__kiwi2020__AG0529-0321__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,
M00598:87:000000000-J7KGW:1:1101:17359:8907__kiwi2020__AG0529-0158__515f,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,
M00598:87:000000000-J7KGW:1:1101:17368:27900__kiwi2020__AG0529-0922__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,
M00598:87:000000000-J7KGW:1:1101:17370:12332__kiwi2020__AG0529-0932__515f,Bacteria,candidate division WPS-1,WPS-1_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:1101:17379:12346__kiwi2020__AG0529-0376__515f,Bacteria,Planctomycetes,Phycisphaerae,Sedimentisphaerales,Anaerohalosphaeraceae,Anaerohalosphaera,
M00598:87:000000000-J7KGW:1:1101:17391:17763__kiwi2020__AG0529-1067__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,
M00598:87:000000000-J7KGW:1:1101:17454:20397__kiwi2020__AG0529-1086__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotaenia,
M00598:87:000000000-J7KGW:1:1101:17461:23766__kiwi2020__AG0529-0321__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,
M00598:87:000000000-J7KGW:1:1101:17479:13126__kiwi2020__AG0529-1005__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Salinarimonadaceae,Salinivirga,
M00598:87:000000000-J7KGW:1:1101:17525:7111__kiwi2020__AG0529-0536__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,
M00598:87:000000000-J7KGW:1:1101:17540:18683__kiwi2020__AG0529-0444__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,
M00598:87:000000000-J7KGW:1:1101:17587:7720__kiwi2020__AG0529-0347__515f,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Baekduiaceae,Baekduia,
M00598:87:000000000-J7KGW:1:1101:17595:27542__kiwi2020__AG0529-1016__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus,
M00598:87:000000000-J7KGW:1:1101:17669:3397__kiwi2020__AG0529-0566__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mordavella,
M00598:87:000000000-J7KGW:1:1101:17673:3506__kiwi2020__AG0529-0392__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,
M00598:87:000000000-J7KGW:1:1101:17678:28220__kiwi2020__AG0529-1169__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Asaccharospora,
M00598:87:000000000-J7KGW:1:1101:17735:17151__kiwi2020__AG0529-1133__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lactonifactor,
M00598:87:000000000-J7KGW:1:1101:17741:2522__kiwi2020__AG0529-0467__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto,
M00598:87:000000000-J7KGW:1:1101:17790:22343__kiwi2020__AG0529-0788__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Harryflintia,
M00598:87:000000000-J7KGW:1:1101:17791:2718__kiwi2020__AG0529-0358__515f,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Corynebacteriaceae,Corynebacterium,
M00598:87:000000000-J7KGW:1:1101:17793:3895__kiwi2020__AG0529-1144__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,
M00598:87:000000000-J7KGW:1:1101:17857:3273__kiwi2020__AG0529-0007__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,
M00598:87:000000000-J7KGW:1:1101:17876:10883__kiwi2020__AG0529-0541__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Bariatricus,
M00598:87:000000000-J7KGW:1:1101:17877:8197__kiwi2020__AG0529-0337__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Rhodoplanes,
M00598:87:000000000-J7KGW:1:1101:17904:10321__kiwi2020__AG0529-0586__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,
M00598:87:000000000-J7KGW:1:1101:17908:12881__kiwi2020__AG0529-0799__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Gemmata,
M00598:87:000000000-J7KGW:1:1101:17958:7656__kiwi2020__AG0529-0655__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
M00598:87:000000000-J7KGW:1:1101:17991:27024__kiwi2020__AG0529-1128__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnotalea,
M00598:87:000000000-J7KGW:1:1101:18016:10795__kiwi2020__AG0529-0130__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Ampullimonas,
M00598:87:000000000-J7KGW:1:1101:18017:23799__kiwi2020__AG0529-1037__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flintibacter,
M00598:87:000000000-J7KGW:1:1101:18041:18989__kiwi2020__AG0529-0175__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bacillariophyta,,
M00598:87:000000000-J7KGW:1:1101:18060:9956__kiwi2020__AG0529-1102__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Shuttleworthia,
M00598:87:000000000-J7KGW:1:1101:18145:5016__kiwi2020__AG0529-0203__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Aureimonas,
M00598:87:000000000-J7KGW:1:1101:18202:18478__kiwi2020__AG0529-0285__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Diplorickettsia,
M00598:87:000000000-J7KGW:1:1101:18246:25224__kiwi2020__AG0529-0442__515f,Bacteria,Verrucomicrobia,Spartobacteria,Spartobacteria_genera_incertae_sedis,,,
M00598:87:000000000-J7KGW:1:1101:18267:13984__kiwi2020__AG0529-0462__515f,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea,
M00598:87:000000000-J7KGW:1:1101:18281:5662__kiwi2020__AG0529-0335__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,
M00598:87:000000000-J7KGW:1:1101:18299:5874__kiwi2020__AG0529-0553__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
M00598:87:000000000-J7KGW:1:1101:18303:5442__kiwi2020__AG0529-0846__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Macellibacteroides,
M00598:87:000000000-J7KGW:1:1101:18326:23890__kiwi2020__AG0529-0810__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosalsimonas,
M00598:87:000000000-J7KGW:1:1101:18337:14930__kiwi2020__AG0529-0849__515f,Bacteria,Parcubacteria,Parcubacteria_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:1101:18353:27318__kiwi2020__AG0529-1169__515f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Apibacter,
M00598:87:000000000-J7KGW:1:1101:18426:21408__kiwi2020__AG0529-0294__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,
M00598:87:000000000-J7KGW:1:1101:18531:4934__kiwi2020__AG0529-0466__515f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,
M00598:87:000000000-J7KGW:1:1101:18590:9793__kiwi2020__AG0529-1077__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Malonomonas,
M00598:87:000000000-J7KGW:1:1101:18603:22767__kiwi2020__AG0529-0401__515f,Bacteria,Acidobacteria,Acidobacteria_Gp1,Bryocella,,,
M00598:87:000000000-J7KGW:1:1101:18608:21323__kiwi2020__AG0529-0536__515f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,
M00598:87:000000000-J7KGW:1:1101:18651:7074__kiwi2020__AG0529-0376__515f,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Nocardia,
M00598:87:000000000-J7KGW:1:1101:18697:27603__kiwi2020__AG0529-0351__515f,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
M00598:87:000000000-J7KGW:1:1101:18700:11215__kiwi2020__AG0529-0531__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Rurimicrobium,
M00598:87:000000000-J7KGW:1:1101:18702:13127__kiwi2020__AG0529-0811__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVa,
M00598:87:000000000-J7KGW:1:1101:18744:15236__kiwi2020__AG0529-0034__515f,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,
M00598:87:000000000-J7KGW:1:1101:18759:5079__kiwi2020__AG0529-0804__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
M00598:87:000000000-J7KGW:1:1101:18777:7487__kiwi2020__AG0529-0404__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,
M00598:87:000000000-J7KGW:1:1101:18795:8808__kiwi2020__AG0529-0425__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnobacterium,
M00598:87:000000000-J7KGW:1:1101:18823:24563__kiwi2020__AG0529-1067__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Faecalimonas,
M00598:87:000000000-J7KGW:1:1101:18828:27500__kiwi2020__AG0529-0396__515f,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter,
